fiasco [fiǽskoʊ],"大失敗 [= blunder, total or ridiculous failure]"
culpability [kʌ̀lpəbɪ́ləti],過失の原因 [= responsibility]
catalyst [kǽtəlɪst],きっかけ，触発するもの [= trigger]
dispute [dɪspjúːt],"論争 [= controversy, argument]"
feud [fjuːd],確執 [= conflict]
hassle [hǽsl],"口論 [= squabble, dispute, quarrel]，わずらわしいこと [= bother, nuisance]"
antipathy [æntɪ́pəθi],（〜への）反感（⇔sympathy 共感）〈to〉
atrocity [ətrɑ́(ː)səti],"残虐 [= brutality, cruelty]"
vandalism [vǽndəlìzm],芸術品・公共物などの破壊
devastation [dèvəstéɪʃən],破壊 [= destruction]，荒廃 [= desolation]
havoc [hǽvək],大混乱，破壊
wreckage [rékɪdʒ],残骸 [= debris]
rubble [rʌ́bl],"瓦礫，石片 [= debris, fragments of rock]"
regime [rəʒíːm],政権 [= reins of government]，政体 [= system of government]
exodus [éksədəs],大量出国，移住
onslaught [ɔ́(ː)nslɔ̀ːt],猛攻撃 [= assault]
amnesty [ǽmnəsti],恩赦 [= pardon]
barrage [bərɑ́ːʒ],（質問などの）集中砲火，弾幕
brunt [brʌnt],矢面，攻撃の矛先
cessation [seséɪʃən],"停止 [= halt, suspension, discontinuance]"
cipher [sáɪfər],暗号 [= code]（⇔decipher 判読，解読）
retribution [rètrɪbjúːʃən],報い [= requital]，仕返し [= reprisal]
repeal [rɪpíːl],撤廃，破棄
provision [prəvɪ́ʒən],配給 [= distribution]
repercussion [rìːpərkʌ́ʃən],"影響，（音の）反響 [= reverberation, aftereffect, rebound]"
reprisal [rɪpráɪzəl],報復
faction [fǽkʃən],派閥 [= clique]
rampage [rǽmpeɪdʒ],狂暴な行動
menace [ménəs],（〜に対する）脅威 [= threat]〈to〉
upheaval [ʌphíːvəl],（社会・政治などの）激変 [= disruption]，（地殻の）隆起
commotion [kəmóʊʃən],"騒動，動揺 [= tumult, uproar, disturbance]"
concession [kənséʃən],譲歩 [= compromise]
curfew [kə́ːrfjuː],夜間外出禁止令，門限
ultimatum [ʌ̀ltɪméɪtəm],最終通告 [= last offer]
truancy [trúːənsi],無断欠席，ずる休み [= absenteeism]
hindsight [háɪndsàɪt],後知恵（⇔foresight 先見の明）
maxim [mǽksɪm],"行動原理 [= principle]，格言 [= axiom, dictum]"
memento [məméntoʊ],記念品，形見 [= keepsake]
cinch [sɪntʃ],簡単なこと
vent [vent],"通気孔 [= air hole]，穴 [= aperture]，はけ口 [= outlet, escape]"
solace [sɑ́(ː)ləs],慰め，癒やし
trance [træns],昏睡状態 [= coma]
felicity [fəlɪ́səti],慶事 [= glad occasion]
entity [éntəti],"独立体，存在 [= being, existence]，本質 [= essence]"
premises [prémɪsɪz],（建物を含めた）土地 [= building and its adjuncts]
pretext [príːtekst],口実 [= excuse]
creed [kriːd],信条 [= belief]
quandary [kwɑ́(ː)ndəri],"板挟み [= dilemma]，苦境 [= predicament, crunch]"
depiction [dɪpɪ́kʃən],描写 [= delineation]
farce [fɑːrs],道化芝居 [= slapstick comedy]
juncture [dʒʌ́ŋktʃər],（決定的な）時点，岐路
misnomer [mɪsnóʊmər],誤った名称 [= unsuitable name]
clique [kliːk],小集団，派閥 [= inner circle]
clout [klaʊt],殴ること，権力，影響力
gimmick [gɪ́mɪk],巧妙な仕掛け
ordeal [ɔːrdíːl],"厳しい試練，苦難 [= affliction, anguish, torment, tribulation]"
polarization [pòʊlərəzéɪʃən],二極化
prerogative [prɪrɑ́(ː)gətɪv],特権 [= privilege]，大権
ramification [ræ̀mɪfɪkéɪʃən],厄介事，派生問題，分枝
altruistic [æ̀ltruɪ́stɪk],利他的な [= unselfish]（⇔egoistic）
profound [prəfáʊnd],"深い，深遠な [= deep, esoteric, inscrutable]（⇔shallow 浅い）"
skeptical [sképtɪkəl],懐疑的な [= doubtful]
widespread [wáɪdsprèd],広範な [= extensive]，広く知られた [= well-known]
anonymous [ənɑ́(ː)nɪməs],作者不詳の，匿名の [= with no name given]
contentious [kənténʃəs],"論争好きな [= controversial, quarrelsome]"
authentic [ɔːθéntɪk],"本物の [= genuine]，確実な，信頼できる [= reliable, trustworthy]"
paramount [pǽrəmàʊnt],"最高（位）の [= supreme, preeminent, highest in rank]"
replicate [réplɪkèɪt],複製された
lucrative [lúːkrətɪv],儲かる [= profitable]
clumsy [klʌ́mzi],不器用な [= awkward]（⇔adroit 器用な）
defunct [dɪfʌ́ŋkt],使用されていない [= disused]
discernible [dɪsə́ːrnəbl],認識できる [= recognizable]
futile [fjúːtl],"無駄な [= worthless, useless]"
prolific [prəlɪ́fɪk],"多作の [= fruitful, fecund, highly productive]"
inscrutable [ɪnskrúːtəbl],"謎めいた，不可解な [= enigmatic, unfathomable, inexplicable]"
manifest [mǽnɪfèst],"明らかな [= evident, clear, plain, obvious]"
ubiquitous [juːbɪ́kwɪtəs],"遍在する [= omnipresent, universal]"
occidental [ɑ̀(ː)ksədéntl],西洋の [= western]（⇔oriental）
exemplary [ɪgzémpləri],模範的な [= model]
commensurate [kəménsərət],（〜に）釣り合った [= proportional]，（〜と）同程度の〈with〉
transient [trænziənt],"はかない [= passing, transitory, temporary, evanescent, fleeting]"
ostensible [ɑ(ː)sténsəbl],表向きの，見せかけの，明らかな [= apparent]
aesthetically [esθétɪkəli],美的に [= ornamentally]
marginally [mɑ́ːrdʒənəli],かろうじて，わずかに [= slightly]
indigenous [ɪndɪ́dʒənəs],土着の，（その土地に）固有の [= native]，生まれながらの [= innate]
inherent [ɪnhíərənt],"生来の，固有の [= intrinsic, innate]"
intrinsic [ɪntrínsɪk],固有の [= inherent]，本質的な [= essential]（⇔extrinsic 非本質的な）
latent [léɪtənt],"潜在的な [= lying, hidden, potential]"
extrinsic [ekstrínsɪk],外的な，非本質的な [= unessential]（⇔intrinsic）
covert [kóʊvəːrt],"秘密の [= hidden, concealed, disguised]（⇔overt）"
clandestine [klændéstɪn],"秘密の [= secret, hidden]，人目をはばかる [= underhand]"
classified [klǽsɪfàɪd],"機密扱いの [= secret, clandestine]，分類された"
ulterior [ʌltíəriər],"隠された [= hidden, covert]，すっと遠い [= further, remote]"
surreptitiously [sə̀ːrəptíʃəsli],こっそりと [= furtively]
equivalent [ɪkwívələnt],（〜と）等価の [= equal]〈to〉
tantamount [tǽntəmàʊnt],"（〜と）等しい [= equivalent, equal]〈to〉"
rigorous [rígərəs],"厳しい [= austere, merciless, unyielding]"
stringent [stríndʒənt],"厳しい [= strict, rigorous, exacting]"
austere [ɔːstíər],"厳しい [= stern, severe, rigid, harsh]"
caustic [kɔ́ːstɪk],"辛辣な [= biting, stinging, cutting, sarcastic]"
scarce [skeərs],"希少な [= rare, scanty, sparse]，珍しい"
subtle [sʌ́tl],"微妙な [= delicate]，鋭い [= sharp, acute]"
meager [míːgər],"（収入・食事などが）乏しい [= lean, scanty, paltry]，やせた"
sophisticated [səfístɪkèɪtɪd],"洗練された [= refined]，複雑な [= complex, intricate]"
sublime [səbláɪm],荘厳な，崇高な [= magnificent]
exquisite [ɪkskwízɪt],絶妙な，洗練された [= refined]
susceptible [səséptəbl],（〜に）影響されやすい [= vulnerable]〈to〉
vulnerable [vʌ́lnərəbl],"（〜に）傷つきやすい〈to〉，もろい [= sensitive, susceptible]"
impervious [ɪmpə́ːrviəs],（〜に）影響されない〈to〉
impending [ɪmpéndɪŋ],"差し迫った [= imminent, about to happen]"
imminent [ímɪnənt],切迫した [= immediate]
frugal [frúːgəl],"倹約的な [= thrifty, economical]，質素な"
thrifty [θrífti],倹約する，つましい [= be careful with money]（⇔extravagant 無駄使いをする）
adamant [ǽdəmənt],"断固とした [= determined, resolute]"
obstinate [ɑ́(ː)bstɪnət],頑固な [= stubborn]
stubborn [stʌ́bərn],頑固な [= obstinate]
candid [kǽndɪd],"率直な [= frank, sincere, honest, outspoken]"
meekly [míːkli],素直に
affluent [ǽfluənt],"裕福な [= rich, opulent]，豊富な [= ample, abundant]"
superfluous [supɑ́ːrfluəs],"過剰な，余分な [= excessive, unnecessary, redundant]"
engrossed [ɪngróʊst],（〜に）夢中になって〈in〉
exuberant [ɪgzjúːbərənt],"熱狂的な [= fervent, enthusiastic]，あふれるばかりの"
frenetic [frənétɪk],"熱狂した [= frantic, frenzied, rapturous]"
infatuated [ɪnfǽtʃuèɪtɪd],（〜に）夢中な [= obsessed]〈with〉
ecstatic [ɪkstǽtɪk],有頂天の，恍惚とした
dubious [djúːbiəs],"半信半疑の [= skeptical, doubtful]"
ambivalent [æmbívələnt],相反する感情を持った，曖昧な [= uncertain]
precarious [prɪkéəriəs],"不安定な [= unsure, uncertain, unstable]"
inclusive [ɪnklúːsɪv],包括的な（⇔exclusive）
exclusive [ɪksklúːsɪv],独占的な，（〜に）専用の（⇔inclusive）
abject [ǽbdʒekt],絶望的な，悲惨な [= wretched]
deplorable [dɪplɔ́ːrəbl],嘆かわしい [= shameful]
abridged [əbrɪ́dʒd],要約された [= condensed]
succinct [səksɪ́ŋkt],"簡潔な [= concise, compact]"
adroit [ədrɔ́ɪt],"巧みな [= adept, skillful]，器用な"
adept [ədépt],"（〜に）熟練した〈at, in〉"
inept [ɪnépt],"不適切な [= unsuitable, inappropriate]"
vigorous [vígərəs],積極的な [= aggressive]
avid [ǽvɪd],熱心な，渇望している
antagonistic [æntæ̀gənístɪk],敵対的な [= opposing]
arbitrary [ɑ́ːrbətrèri],"独断的な，専制的な [= despotic, tyrannical]，気まぐれな [= capricious]"
belligerent [bəlídʒərənt],けんか腰の，好戦的な [= quarrelsome]，交戦中の
sinister [sɪ́nɪstər],"陰険な，邪悪な [= wicked]，不吉な [= ominous, portentous]"
blatantly [bléɪtəntli],露骨に [= broadly]
bluntly [blʌ́ntli],ぶっきらぼうに，そっけなく [= abruptly]
curtly [kəːrtli],ぶっきらぼうに，そっけなく [= abruptly]
aloof [əlúːf],よそよそしい，冷淡な
apathetic [æ̀pəθétɪk],無関心な [= indifferent]
contagious [kəntéɪdʒəs],伝染性の [= transmittable]
epidemic [èpɪdémɪk],蔓延している，伝染性の
endemic [endémɪk],特有の
infectious [ɪnfékʃəs],"伝染性の [= catching, easily transmitted]"
infested [ɪnféstɪd],はびこっている [= overrun]
pandemic [pændémɪk],"（世界的に）流行性の [= rampant, worldwide or nationwide]"
pervasive [pərvéɪsɪv],蔓延する
rife [raɪf],"（好ましくないことに）満ちて〈with〉，広まって [= prevalent, widespread]"
contemplative [kəntémplətɪv],沈思黙考する [= reflective]，めい想する [= meditative]
scrupulous [skrúːpjuləs],"慎重な [= cautious, circumspect, minutely careful]"
meticulous [mətíkjuləs],"細かいことに気を遣う [= scrupulous, excessively careful about details]"
cursory [kɔ́ːrsəri],大ざっぱな，ぞんざいな [= hastily done]，上っ面の [= superficial]
erratic [ɪrǽtɪk],"不規則な [= irregular]，風変わりな [= eccentric, odd]"
erroneous [ɪróʊniəs],誤った，間違った [= incorrect]
derogatory [dɪrɑ́(ː)gətɔ̀ːri],"軽蔑的な [= dismissive, disdainful]"
detrimental [dètrɪméntəl],（〜に）有害な〈to〉[= damaging]
diffident [dɪ́fɪdənt],"自信のない [= bashful, hesitant, timid]（⇔confident）"
dissident [dɪ́sɪdənt],異論を持つ，反体制の
disgruntled [dɪsgrʌ́ntld],"不満な [= discontented, displeased]，不機嫌な [= sulky]"
demoralized [dɪmɔ́(ː)rəlàɪzd],"意気消沈して [= dispirited, disappointed]"
destitute [déstɪtjùːt],極貧の [= extremely poor]，（〜を）全く持たない〈of〉[= devoid]
dilapidated [dɪlǽpɪdèɪtɪd],荒廃した [= tumbledown]
emaciated [ɪméɪʃièɪtɪd],"やつれた [= lean, thin, lank]"
unscathed [ʌnskéɪðd],痛手を受けていない [= unharmed]
unprecedented [ʌnprésɪdèntɪd],前例のない [= unparalleled]（⇔common）
ferocious [fərɔ́ʊʃəs],"凶暴な [= fierce, savage]"
filthy [fɪ́lθi],"不潔な [= unclean, dirty]，わいせつな [= obscene]"
flagrant [fléɪgrənt],目に余る [= outrageous]，極悪の [= notorious]
grueling [grúːəlɪŋ],極度にきつい [= exhausting]
immaculate [ɪmǽkjulət],"汚れのない [= pure, spotless, undefiled]，欠点のない [= impeccable, perfect]"
impeccable [ɪmpékəbl],"申し分のない [= faultless, flawless, perfect]"
pristine [prɪstiːn],汚されていない，初期の
intangible [ɪntǽndʒəbl],不可解な，無形の [= non-physical]（⇔tangible）
invincible [ɪnvɪ́nsəbl],"不屈の，克服しがたい [= unconquerable, insuperable, insurmountable]"
incoherent [ìnkoʊhíərənt],取り乱した [= confused]，支離滅裂な [= illogical]
incessant [ɪnsésənt],"絶え間ない [= ceaseless, continual, constant]"
intermittently [ìntərmɪ́təntli],断続的に [= fitfully]
sporadic [spərǽdɪk],"散発的な [= occasional, scattered]，突発的な [= not constant]"
omniscient [ɑ(ː)mnɪ́ʃənt],博学な，全知の [= all-knowing]
pedantic [pədǽntɪk],知識をひけらかすような，衒学的な
inquisitive [ɪnkwɪ́zətɪv],"好奇心が強い [= curious, prying]"
insatiable [ɪnséɪʃəbl],貪欲な [= greedy]（⇔satiable 満足させられる）
perceptible [pərséptəbl],目に見えた [= discernible]
notable [nóʊtəbl],目立った [= conspicuous]
benign [bənáɪn],優しい，温和な [= mild]，（気候などが）穏やかな，（病理学的に）良性の（⇔malignant）
affable [ǽfəbl],"愛想のよい，気軽に話せる [= sociable, amiable]"
robust [roʊbʌ́st],"強健な [= hardy, sturdy, vigorous, sinewy]"
buoyant [bɔ́ɪənt],"活気がある [= perky, cheerful]，浮かんでいる [= floating]"
resplendent [rɪspléndənt],光輝くばかりの [= brilliant]，まばゆい [= dazzling]
tenacious [tənéɪʃəs],"粘り強い [= persevering, retentive, clinging]"
lenient [líːniənt],"寛大な [= generous, tolerant]"
negligent [néglɪdʒənt],不注意な，怠慢な [= neglectful]
perfunctory [pərfʌ́ŋktəri],"おざなりの，いい加減な [= cursory, negligent]（⇔careful）"
spurious [spjʊ́əriəs],"うさん臭い，にせの [= sham, bogus, counterfeit, mock, phony]"
treacherous [trétʃərəs],不誠実な，裏切りの，当てにならない
devious [díːviəs],不誠実な [= deceitful]
drab [dræb],"くすんだ [= dull, not bright]，単調な [= monotonous]"
eerie [ɪ́əri],"不気味な [= weird, uncanny]"
menial [míːniəl],"（仕事が）単純で退屈な，卑しい [= servile, low]"
morbid [mɔ́ːrbɪd],"病的な [= sickly, unhealthy]"
lethargic [ləθɑ́ːrdʒɪk],気だるい，昏睡状態の [= comatose]
subdued [səbdjúːd],"沈んだ，控え目な [= dejected, low-spirited]"
tepid [tépɪd],"生ぬるい [= lukewarm, half-hearted]"
gullible [gʌ́ləbl],"だまされやすい [= credulous, easily gulled or cheated]"
imprudent [ɪmprúːdənt],軽率な [= incautious]（⇔prudent）
heedless [híːdləs],（〜に）無頓着な〈of〉，不注意な
inadvertently [ìnədvə́ːrtəntli],不注意に [= accidentally]
haphazardly [hæ̀phǽzərdli],無計画に
gaudy [gɔ́ːdi],けばけばしい [= over-bright]
flamboyantly [flæmbɔ́ɪəntli],華麗に
hereditary [hərédətèri],遺伝する [= genetically transmitted]，世襲の [= passed down by inheritance]
homogeneous [hòʊmədʒíːniəs],同質の [= unmixed]（⇔heterogeneous 異質の）
hygienic [hàɪdʒiénɪk],"衛生的な [= sanitary, clean]"
deceased [dɪsíːst],亡くなった [= dead]
terrestrial [təréstriəl],地球上の [= earthly]
torrid [tɔ́(ː)rɪd],灼熱の [= scorching]
traumatic [trəmǽtɪk],精神的外傷を引き起こす
gregarious [grɪgéəriəs],"群れを成す，社交的な [= social, outgoing, extroverted]"
palatable [pǽlətəbl],"美味な，口に合う [= delicious, savory, tasty]，好ましい"
fiscal [fɪ́skəl],財政の [= financial]
indicative [ɪndɪ́kətɪv],（〜を）示す〈of〉
auspicious [ɔːspɪ́ʃəs],"縁起のよい [= fortunate, propitious]"
illustrious [ɪlʌ́striəs],"著名な [= eminent, distinguished]（⇔unknown, obscure）"
pinpoint [pɪ́npɔ̀ɪnt],"非常に正確な [= exact, precise]"
eloquent [éləkwənt],雄弁な [= silver-tongued]
arduous [ɑ́ːrdʒuəs],（仕事などが）骨の折れる，大変な [= demanding]
laudable [lɔ́ːdəbl],"称賛に値する [= commendable, admirable]"
dainty [déɪnti],優美な，きゃしゃな [= delicate]
conducive [kəndjúːsɪv],（〜に）貢献する〈to〉
innocuous [ɪnɑ́(ː)kjuəs],無害な [= harmless]
integral [ɪ́ntɪgrəl],不可欠の [= essential]，完全な [= perfect]，整数の
valiant [vǽljənt],"勇敢な [= chivalrous, dauntless, gallant]"
serene [səríːn],平穏な [= tranquil]
fraught [frɔːt],"（〜を）伴う，（〜に）満ちた [= filled, loaded, charged]〈with〉"
reclusive [rɪklúːsɪv],隠遁している
flimsy [flɪ́mzi],見え透いた [= makeshift]，壊れやすい [= fragile]
catastrophically [kətæ̀strə(ʊ)fɪ́kəli],恐ろしいまでに [= disastrously]
dogmatic [dɔ(ː)gmǽtɪk],独断的な [= assertive]
insular [ɪ́nsələr],偏狭な [= close-minded]，（島のように）孤立した
intimidated [ɪntɪ́mɪdèɪtɪd],恐れて [= threatened]
languishing [lǽŋgwɪʃɪŋ],沈滞する [= weakening]
obsequious [əbsíːkwiəs],こびへつらうような [= fawning]
squeamish [skwíːmɪʃ],神経質な [= fastidious]，（血などを見て）吐き気を催す [= nauseous]
uncouth [ʌnkúːθ],"粗野な [= ungraceful, crude, coarse]，ぎこちない [= awkward, clumsy]"
petrified [pétrɪfàɪd],石のように固い，怖がる [= terrified]
ponderous [pɑ́(ː)ndərəs],冗長な [= redundant]，重苦しい
rowdy [ráʊdi],騒々しい
somber [sɑ́(ː)mbər],"重苦しい [= gloomy, depressing]，薄暗い [= dusky]"
banal [bənɑ́ːl],"通俗な [= commonplace, vulgar]，陳腐な [= hackneyed, trite]"
relentless [rɪléntləs],"容赦ない [= severe, harsh, unrelenting]"
elusive [ɪlúːsɪv],理解しにくい，捕まえにくい [= difficult to catch]
excruciatingly [ɪkskrúːʃièɪtɪŋli],極度に
fraudulent [frɔ́ːdʒələnt],"詐欺的な [= dishonest, deceitful]"
irreparably [ɪrépərəbli],修復できないほど
lackluster [lǽklʌ̀stər],精彩を欠いた，ぱっとしない
lurid [lʊ́rəd],"ぞっとするような [= horrible, gruesome]，燃えるように真っ赤な [= glowing]"
roundabout [ráʊndəbàʊt],回りくどい，遠回しの [= euphemistic]
shrewd [ʃruːd],鋭い [= astute]，抜け目のない [= clever]
voraciously [vərέɪʃəsli],むさぼるように [= insatiably]
sedentary [sédəntèri],座りがちの [= sitting]，ほとんど体を動かさない
archaic [ɑːrkéɪɪk],"古風な [= antiquated, old-fashioned]，古代の [= ancient]"
embedded [ɪmbédɪd],埋め込まれた [= implanted]
inclement [ɪnklémənt],"（天候が）荒れ模様の，厳しい [= rough, severe, stormy, tempestuous]（⇔clement）"
facetious [fəsíːʃəs],滑稽な，ひょうきんな [= jocular]
docile [dɑ́(ː)səl],"従順な [= tame, submissive, obedient]"
momentous [moʊméntəs],重大な [= important]
nonchalant [nɑ̀(ː)nʃəlɑ́ːnt],平然としている [= calm]
pragmatic [prægmǽtɪk],実利的な，実用的な，実用主義の
retroactively [rètroʊǽktɪvli],遡及して
salient [séɪliənt],"目立った，顕著な [= striking, prominent, conspicuous]"
prostrate [prɑ́(ː)streɪt],"伏せた [= lying flat, lying face down]"
obligatory [əblɪ́gətɔ̀ːri],義務的な，強制的な [= mandatory]
oblivious [əblɪ́viəs],（〜に）気付いていない〈of〉，（〜を）忘れている [= unmindful]〈of〉
teeming [tíːmɪŋ],あふれている [= filled]
appalled [əpɔ́ːld],唖然としている [= shocked]
implicit [ɪmplɪ́sɪt],暗に示された [= implied]，暗黙の（⇔explicit 明確な），絶対の [= absolute]
bellicose [bélɪkòʊs],"好戦的な [= warlike, belligerent]，けんか好きな [= pugnacious, quarrelsome]"
vibrant [váɪbrənt],"活気のある [= spirited, vivacious]，反響する"
subsequent [sʌ́bsɪkwənt],その後の [= succeeding]
stimulate [stɪ́mjulèɪt],を刺激する [= activate]
retrieve [rɪtríːv],"を取り戻す [= recover, get back]，を検索する"
fuel [fjúːəl],を煽る [= agitate]，に燃料を補給する
halt [hɔːlt],止まる，を止める [= stop]
heed [hiːd],に気を付ける [= pay attention to]
expand [ɪkspǽnd],を拡大する
forebode [fɔːrbóʊd],（悪いことを）予言する，虫が知らせる [= portend]
clarify [klǽrəfài],を明らかにする [= make clear]
elongate [ɪlɔ́(ː)ŋgeɪt],を長くする [= lengthen]
liken [láɪkən],を（〜に）例える [= compare]〈to〉
spurn [spəːrn],"をきっぱりと拒絶する [= refuse, reject]"
stray [streɪ],"（〜から）はぐれる [= wander off, move away]〈from〉"
predominate [prɪdɑ́(ː)mɪnèɪt],優位を占める [= be in the majority]
elaborate [ɪlǽbərèɪt],（〜について）詳述する〈on〉
retain [rɪtéɪn],"を保つ [= keep, maintain]"
bestow [bɪstóʊ],"（称号・栄誉などを）（〜に）授ける [= confer, grant]〈on〉"
improvise [ɪ́mprəvàɪz],即興で演奏する，を即席で作る [= extemporize]
uphold [ʌphóʊld],を守る，支持する [= support]
mesmerize [mézməràɪz],"を魅了する [= fascinate, spellbind]，に催眠術をかける [= hypnotize]"
stipulate [stɪ́pjulèɪt],"を明記する [= state, specify]"
guarantee [gæ̀rəntíː],を確約する，を保証する
reconcile [rékənsàɪl],を（〜と）和解させる〈with〉
revert [rɪvə́ːrt],（財産などが）（〜に）復帰する，（元の状態に）戻る [= go back]〈to〉
rebate [ríːbeɪt],を払い戻す
reimburse [rìːɪmbə́ːrs],"に払い戻す [= refund, pay back]"
remit [rɪmɪ́t],"を送金する [= send]，を免じる [= pardon, forgive]"
reciprocate [rɪsɪ́prəkèɪt],に返礼する，を交換する
redeem [rɪdíːm],（紙幣）を兌換する，を買い戻す，（名誉など）を回復する
accentuate [ækséntʃuèɪt],を強調する [= highlight]
accelerate [ækséləreɪt],加速する [= speed up]（⇔decelerate）
rejuvenate [rɪdʒúːvənèɪt],を再活性化させる [= revitalize]
revitalize [riːváɪtəlàɪz],に新しい活力を与える
emigrate [émɪgrèɪt],（〜へ）移住する [= migrate]〈to〉
migrate [máɪgrèɪt],"（鳥などが）渡る，移住する [= immigrate, emigrate]"
reinforce [rìːɪnfɔ́ːrs],を補強する [= strengthen]
recapitulate [rìːkəpɪ́tʃulèɪt],を要約する [= summarize]
revise [rɪváɪz],を改訂する [= reedit]，を改正する
redress [rɪdrés],"（損害などを）償う，（問題などを）是正する [= rectify, remedy]"
refurbish [riːfə́ːrbɪʃ],を改装する，を一新する [= renovate]
suffocate [sʌ́fəkèɪt],窒息（死）する [= smother]
smother [smʌ́ðər],"（火を）（〜で）覆って消す〈with〉，を窒息（死）させる [= choke, stifle, suffocate]"
drain [dreɪn],の水を排出する [= draw off]
drench [drentʃ],びしょぬれになる，水浸しになる
decant [dɪkǽnt],を（〜へ）注ぐ〈into〉[= pour out]
deregulate [diːrégjulèɪt],の規制を緩和する [= remove government controls from]
extract [ɪkstrǽkt],"を（〜から）抽出する，を（〜から）抜粋する [= quote, excerpt]〈from〉"
exterminate [ɪkstə́ːrmɪnèɪt],を絶滅させる [= extinguish]
extort [ɪkstɔ́ːrt],（金を）ゆすり取る
repel [rɪpél],"を追い払う [= expel, reject, spurn]"
retort [rɪtɔ́ːrt],言い返す，に反論する [= counter]
encapsulate [ɪnkǽpsəlèɪt],を要約する [= summarize]
entrust [ɪntrʌ́st],を（〜に）預ける，を（〜に）ゆだねる〈to〉
entail [ɪntéɪl],"を（必然的に）伴う [= include, involve]，を余儀なくさせる [= require]"
induce [ɪndjúːs],"に（〜をするように）説得する [= persuade, motivate]〈to do〉"
integrate [ɪ́ntɪgrèɪt],（〜に）溶け込む [= harmonize]，を（〜に）統合する〈into〉（⇔segregate）
ingratiate [ɪngréɪʃièɪt],（〜に）気に入られるようにする〈with〉
jeer [dʒɪər],"（〜を）あざける [= mock, gibe]〈at〉"
sneer [snɪər],"（〜を）あざ笑う [= scoff, jeer, gibe]〈at〉"
deride [dɪráɪd],を嘲笑する，をあざける
discharge [dɪstʃɑ́ːrdʒ],を退院させる，を解雇する [= dismiss]，を放出する [= emit]
dispel [dɪspél],"を追い散らす [= disperse, scatter, drive away]"
displace [dɪspléɪs],を強制退去させる，を移動させる
distend [dɪsténd],膨らむ，膨らませる [= swell]
oust [aʊst],を追い出す，（財産などを）取り上げる
evict [ɪvɪ́kt],を立ち退かせる [= expel by legal procedure]
expel [ɪkspél],"を追放する [= drive out, force out]"
evacuate [ɪvǽkjuèɪt],を（〜から）避難させる，を（〜から）立ち退かせる〈from〉
relegate [rélɪgèɪt],を（〜に）追いやる [= demote]，を（〜に）委託する [= delegate]〈to〉
dismantle [dɪsmǽntl],を分解する [= take apart]
disrupt [dɪsrʌ́pt],を中断［混乱］させる [= interrupt]
discard [dɪskɑ́ːrd],"を捨てる [= dump, throw away]，を解雇する [= fire, dismiss]"
ditch [dɪtʃ],"を捨てる [= discard, desert, abandon]"
soar [sɔːr],舞い上がる [= rise high]，（価格が）急騰する [= skyrocket]
surge [səːrdʒ],（波が）押し寄せる [= billow]，急上昇する
skyrocket [skáɪrɑ̀(ː)kət],急騰する [= shoot through the roof]
contend [kənténd],（〜を）競う [= compete]
contradict [kɑ̀(ː)ntrədɪ́kt],に反論する [= dispute]，と矛盾する
belittle [bɪlɪ́tl],を見くびる，を卑下する [= debase]
deprecate [déprəkèɪt],"を軽んじる [= depreciate, belittle, make light of]"
deface [dɪféɪs],の表面を（〜で）汚す〈with〉[= tarnish]
defame [dɪféɪm],の名誉を傷つける [= slander]
mediate [míːdièɪt],（〜を）調停する〈in〉，とりなす [= intercede]
meditate [médɪtèɪt],"（〜について）熟考する，めい想する [= ponder, muse]〈on〉"
contemplate [kɑ́(ː)ntəmplèɪt],を熟考する，沈思黙考する
deteriorate [dɪtíəriərèɪt],悪化する [= worsen]
decay [dɪkéɪ],"崩壊する [= become weak, disintegrate]，腐食する"
adorn [ədɔ́ːrn],を（〜で）飾る〈with〉[= decorate]
emblazon [ɪmbléɪzən],を（〜で）飾る〈with〉[= ornament]
divert [dəvɑ́ːrt],を（〜から）そらす [= deviate]〈from〉
deflect [dɪflékt],をそらす [= divert]，外れる [= swerve]
diverge [dəvə́ːrdʒ],分岐する，をそらす [= deviate]
empathize [émpəθàɪz],"（に）共感する [= sympathize, identify]〈with〉"
empower [ɪmpáʊər],に権力を持たせる [= authorize]，を力づける
embolden [ɪmbóʊldən],を励ます，を大胆にする
embody [ɪmbɑ́(ː)di],を体現する，を具体的に表現する
materialize [mətíəriəlàɪz],具体化する [= concretize]
embezzle [ɪmbézl],"を横領する [= steal, appropriate fraudulently]"
embark [ɪmbɑ́ːrk],（事業などに）乗り出す [= launch out]〈on〉，乗船する [= go on board]，を乗せる
embrace [ɪmbréɪs],を受諾する [= accept]，を抱きしめる [= hug]
obstruct [əbstrʌ́kt],"を妨害する [= hinder, impede, hamper, retard]"
hamper [hǽmpər],"を妨げる [= hinder, impede, encumber, prevent, obstruct]"
hinder [hɪ́ndər],を妨げる [= hamper]
transcend [trænsénd],"を越える [= outgo, exceed, rise above]"
transpose [trænspóʊz],を（〜に）置き換える〈to〉
uncover [ʌnkʌ́vər],を暴露する [= reveal]，を見いだす [= discover]（⇔conceal 隠す）
undertake [ʌ̀ndərtéɪk],を引き受ける（⇔refuse 断る）
unearth [ʌnə́ːrθ],を発掘する [= excavate]（⇔bury 埋める）
unfold [ʌnfóʊld],を広げる [= open]
unsettle [ʌnsétl],を動揺させる [= discompose]
incriminate [ɪnkrɪ́mɪnèɪt],"に罪を負わせる，を告発する [= accuse, charge with a crime]"
instill [ɪnstɪ́l],を教え込む [= inculcate]
